idx,exact_offsets,exact_offset_count,candidate_offsets,input_shape
78,"4,6",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 2], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [3, 5], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [2, 2], ""comp_size_desc_tl"": [0, 0], ""comp_size_desc_clamped"": [0, 0], ""comp_area_desc_tl"": [4, 6], ""comp_area_desc_clamped"": [4, 6], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 6], ""comp_color_asc_clamped"": [0, 6]}",9x9
79,"6,6",1,"{""nz_bbox_tl"": [1, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [4, 3], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [4, 3], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [2, 3], ""comp_size_desc_tl"": [6, 6], ""comp_size_desc_clamped"": [6, 6], ""comp_area_desc_tl"": [5, 1], ""comp_area_desc_clamped"": [5, 1], ""comp_r0_asc_tl"": [1, 0], ""comp_r0_asc_clamped"": [1, 0], ""comp_c0_asc_tl"": [1, 0], ""comp_c0_asc_clamped"": [1, 0], ""comp_color_asc_tl"": [1, 0], ""comp_color_asc_clamped"": [1, 0]}",9x9
80,"0,5",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 2], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [2, 4], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [2, 2], ""comp_size_desc_tl"": [0, 0], ""comp_size_desc_clamped"": [0, 0], ""comp_area_desc_tl"": [0, 5], ""comp_area_desc_clamped"": [0, 5], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 5], ""comp_color_asc_clamped"": [0, 5]}",9x9
81,"0,1",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [1, 1], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [2, 2], ""color8_bbox_tl"": [1, 1], ""color8_centered"": [3, 4], ""comp_size_desc_tl"": [5, 5], ""comp_size_desc_clamped"": [5, 5], ""comp_area_desc_tl"": [0, 1], ""comp_area_desc_clamped"": [0, 1], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [0, 1], ""comp_c0_asc_clamped"": [0, 1], ""comp_color_asc_tl"": [0, 1], ""comp_color_asc_clamped"": [0, 1]}",9x9
82,"0,1",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [2, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [1, 5], ""comp_size_desc_clamped"": [1, 5], ""comp_area_desc_tl"": [0, 1], ""comp_area_desc_clamped"": [0, 1], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [4, 0], ""comp_c0_asc_clamped"": [4, 0], ""comp_color_asc_tl"": [0, 1], ""comp_color_asc_clamped"": [0, 1]}",9x9
83,"0,4",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [2, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [0, 0], ""comp_size_desc_clamped"": [0, 0], ""comp_area_desc_tl"": [0, 4], ""comp_area_desc_clamped"": [0, 4], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 4], ""comp_color_asc_clamped"": [0, 4]}",9x9
84,"6,0",1,"{""nz_bbox_tl"": [1, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [4, 2], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [6, 0], ""comp_size_desc_clamped"": [6, 0], ""comp_area_desc_tl"": [6, 0], ""comp_area_desc_clamped"": [6, 0], ""comp_r0_asc_tl"": [1, 0], ""comp_r0_asc_clamped"": [1, 0], ""comp_c0_asc_tl"": [1, 0], ""comp_c0_asc_clamped"": [1, 0], ""comp_color_asc_tl"": [1, 2], ""comp_color_asc_clamped"": [1, 2]}",9x9
85,"4,5",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 3], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [2, 3], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [2, 3], ""comp_size_desc_tl"": [4, 5], ""comp_size_desc_clamped"": [4, 5], ""comp_area_desc_tl"": [0, 6], ""comp_area_desc_clamped"": [0, 6], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [4, 0], ""comp_c0_asc_clamped"": [4, 0], ""comp_color_asc_tl"": [0, 1], ""comp_color_asc_clamped"": [0, 1]}",9x9
86,"1,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [1, 1], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [4, 4], ""comp_size_desc_clamped"": [4, 4], ""comp_area_desc_tl"": [1, 0], ""comp_area_desc_clamped"": [1, 0], ""comp_r0_asc_tl"": [0, 5], ""comp_r0_asc_clamped"": [0, 5], ""comp_c0_asc_tl"": [1, 0], ""comp_c0_asc_clamped"": [1, 0], ""comp_color_asc_tl"": [0, 6], ""comp_color_asc_clamped"": [0, 6]}",9x9
87,"0,2",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [3, 5], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [3, 5], ""comp_size_desc_tl"": [1, 6], ""comp_size_desc_clamped"": [1, 6], ""comp_area_desc_tl"": [0, 2], ""comp_area_desc_clamped"": [0, 2], ""comp_r0_asc_tl"": [0, 2], ""comp_r0_asc_clamped"": [0, 2], ""comp_c0_asc_tl"": [6, 1], ""comp_c0_asc_clamped"": [6, 1], ""comp_color_asc_tl"": [0, 2], ""comp_color_asc_clamped"": [0, 2]}",9x9
88,"5,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [3, 1], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 4], ""comp_size_desc_tl"": [6, 5], ""comp_size_desc_clamped"": [6, 5], ""comp_area_desc_tl"": [5, 0], ""comp_area_desc_clamped"": [5, 0], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 2], ""comp_color_asc_clamped"": [0, 2]}",9x9
89,"0,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 2], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [4, 4], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [4, 4], ""comp_size_desc_tl"": [0, 0], ""comp_size_desc_clamped"": [0, 0], ""comp_area_desc_tl"": [0, 0], ""comp_area_desc_clamped"": [0, 0], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 0], ""comp_color_asc_clamped"": [0, 0]}",9x9
90,"1,0",1,"{""nz_bbox_tl"": [1, 0], ""mode_color_bbox_tl"": [2, 0], ""mode_color_centered"": [5, 3], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [2, 0], ""color8_centered"": [5, 3], ""comp_size_desc_tl"": [6, 1], ""comp_size_desc_clamped"": [6, 1], ""comp_area_desc_tl"": [1, 0], ""comp_area_desc_clamped"": [1, 0], ""comp_r0_asc_tl"": [1, 0], ""comp_r0_asc_clamped"": [1, 0], ""comp_c0_asc_tl"": [1, 0], ""comp_c0_asc_clamped"": [1, 0], ""comp_color_asc_tl"": [1, 0], ""comp_color_asc_clamped"": [1, 0]}",9x9
91,"6,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [4, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [2, 3], ""comp_size_desc_tl"": [6, 0], ""comp_size_desc_clamped"": [6, 0], ""comp_area_desc_tl"": [6, 0], ""comp_area_desc_clamped"": [6, 0], ""comp_r0_asc_tl"": [0, 4], ""comp_r0_asc_clamped"": [0, 4], ""comp_c0_asc_tl"": [2, 0], ""comp_c0_asc_clamped"": [2, 0], ""comp_color_asc_tl"": [0, 4], ""comp_color_asc_clamped"": [0, 4]}",9x9
92,"0,2",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [3, 5], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [3, 2], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [3, 5], ""comp_size_desc_tl"": [1, 6], ""comp_size_desc_clamped"": [1, 6], ""comp_area_desc_tl"": [0, 2], ""comp_area_desc_clamped"": [0, 2], ""comp_r0_asc_tl"": [0, 2], ""comp_r0_asc_clamped"": [0, 2], ""comp_c0_asc_tl"": [5, 1], ""comp_c0_asc_clamped"": [5, 1], ""comp_color_asc_tl"": [0, 2], ""comp_color_asc_clamped"": [0, 2]}",9x9
93,"6,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [3, 1], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [4, 5], ""comp_size_desc_clamped"": [4, 5], ""comp_area_desc_tl"": [0, 4], ""comp_area_desc_clamped"": [0, 4], ""comp_r0_asc_tl"": [0, 4], ""comp_r0_asc_clamped"": [0, 4], ""comp_c0_asc_tl"": [2, 0], ""comp_c0_asc_clamped"": [2, 0], ""comp_color_asc_tl"": [0, 6], ""comp_color_asc_clamped"": [0, 6]}",9x9
94,"0,2",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 3], ""least_color_bbox_tl"": [2, 0], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [2, 0], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [0, 2], ""comp_size_desc_clamped"": [0, 2], ""comp_area_desc_tl"": [0, 2], ""comp_area_desc_clamped"": [0, 2], ""comp_r0_asc_tl"": [0, 2], ""comp_r0_asc_clamped"": [0, 2], ""comp_c0_asc_tl"": [4, 0], ""comp_c0_asc_clamped"": [4, 0], ""comp_color_asc_tl"": [0, 2], ""comp_color_asc_clamped"": [0, 2]}",9x9
95,"0,5",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [4, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [1, 3], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [4, 3], ""comp_size_desc_tl"": [0, 5], ""comp_size_desc_clamped"": [0, 5], ""comp_area_desc_tl"": [0, 5], ""comp_area_desc_clamped"": [0, 5], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 0], ""comp_color_asc_clamped"": [0, 0]}",9x9
96,"5,1",1,"{""nz_bbox_tl"": [1, 1], ""mode_color_bbox_tl"": [1, 1], ""mode_color_centered"": [3, 2], ""least_color_bbox_tl"": [1, 1], ""least_color_centered"": [3, 2], ""color8_bbox_tl"": [1, 1], ""color8_centered"": [3, 4], ""comp_size_desc_tl"": [5, 1], ""comp_size_desc_clamped"": [5, 1], ""comp_area_desc_tl"": [1, 1], ""comp_area_desc_clamped"": [1, 1], ""comp_r0_asc_tl"": [1, 1], ""comp_r0_asc_clamped"": [1, 1], ""comp_c0_asc_tl"": [1, 1], ""comp_c0_asc_clamped"": [1, 1], ""comp_color_asc_tl"": [1, 1], ""comp_color_asc_clamped"": [1, 1]}",9x9
97,"6,2",1,"{""nz_bbox_tl"": [1, 1], ""mode_color_bbox_tl"": [1, 2], ""mode_color_centered"": [4, 4], ""least_color_bbox_tl"": [1, 1], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [1, 1], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [6, 2], ""comp_size_desc_clamped"": [6, 2], ""comp_area_desc_tl"": [1, 6], ""comp_area_desc_clamped"": [1, 6], ""comp_r0_asc_tl"": [1, 1], ""comp_r0_asc_clamped"": [1, 1], ""comp_c0_asc_tl"": [1, 1], ""comp_c0_asc_clamped"": [1, 1], ""comp_color_asc_tl"": [1, 6], ""comp_color_asc_clamped"": [1, 6]}",9x9
98,"1,5",1,"{""nz_bbox_tl"": [1, 1], ""mode_color_bbox_tl"": [1, 1], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [2, 1], ""least_color_centered"": [4, 2], ""color8_bbox_tl"": [2, 1], ""color8_centered"": [4, 2], ""comp_size_desc_tl"": [1, 5], ""comp_size_desc_clamped"": [1, 5], ""comp_area_desc_tl"": [1, 5], ""comp_area_desc_clamped"": [1, 5], ""comp_r0_asc_tl"": [1, 5], ""comp_r0_asc_clamped"": [1, 5], ""comp_c0_asc_tl"": [2, 1], ""comp_c0_asc_clamped"": [2, 1], ""comp_color_asc_tl"": [1, 5], ""comp_color_asc_clamped"": [1, 5]}",9x9
99,"6,4",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 2], ""comp_size_desc_tl"": [6, 4], ""comp_size_desc_clamped"": [6, 4], ""comp_area_desc_tl"": [6, 4], ""comp_area_desc_clamped"": [6, 4], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 0], ""comp_color_asc_clamped"": [0, 0]}",9x9
100,"0,2",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 4], ""comp_size_desc_tl"": [1, 6], ""comp_size_desc_clamped"": [1, 6], ""comp_area_desc_tl"": [0, 2], ""comp_area_desc_clamped"": [0, 2], ""comp_r0_asc_tl"": [0, 2], ""comp_r0_asc_clamped"": [0, 2], ""comp_c0_asc_tl"": [6, 0], ""comp_c0_asc_clamped"": [6, 0], ""comp_color_asc_tl"": [0, 2], ""comp_color_asc_clamped"": [0, 2]}",9x9
101,"5,0",1,"{""nz_bbox_tl"": [1, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [3, 0], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [3, 4], ""comp_size_desc_tl"": [6, 5], ""comp_size_desc_clamped"": [6, 5], ""comp_area_desc_tl"": [1, 0], ""comp_area_desc_clamped"": [1, 0], ""comp_r0_asc_tl"": [1, 0], ""comp_r0_asc_clamped"": [1, 0], ""comp_c0_asc_tl"": [1, 0], ""comp_c0_asc_clamped"": [1, 0], ""comp_color_asc_tl"": [1, 0], ""comp_color_asc_clamped"": [1, 0]}",9x9
102,"5,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 1], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [5, 0], ""comp_size_desc_clamped"": [5, 0], ""comp_area_desc_tl"": [0, 0], ""comp_area_desc_clamped"": [0, 0], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 0], ""comp_color_asc_clamped"": [0, 0]}",9x9
103,"6,0",1,"{""nz_bbox_tl"": [1, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [2, 0], ""least_color_centered"": [5, 1], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [3, 4], ""comp_size_desc_tl"": [1, 6], ""comp_size_desc_clamped"": [1, 6], ""comp_area_desc_tl"": [1, 6], ""comp_area_desc_clamped"": [1, 6], ""comp_r0_asc_tl"": [1, 6], ""comp_r0_asc_clamped"": [1, 6], ""comp_c0_asc_tl"": [6, 0], ""comp_c0_asc_clamped"": [6, 0], ""comp_color_asc_tl"": [2, 1], ""comp_color_asc_clamped"": [2, 1]}",9x9
104,"6,1",1,"{""nz_bbox_tl"": [1, 1], ""mode_color_bbox_tl"": [1, 1], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [1, 1], ""least_color_centered"": [4, 3], ""color8_bbox_tl"": [1, 1], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [1, 1], ""comp_size_desc_clamped"": [1, 1], ""comp_area_desc_tl"": [6, 1], ""comp_area_desc_clamped"": [6, 1], ""comp_r0_asc_tl"": [1, 1], ""comp_r0_asc_clamped"": [1, 1], ""comp_c0_asc_tl"": [1, 1], ""comp_c0_asc_clamped"": [1, 1], ""comp_color_asc_tl"": [1, 5], ""comp_color_asc_clamped"": [1, 5]}",9x9
105,"6,6",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [4, 4], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [2, 5], ""comp_size_desc_clamped"": [2, 5], ""comp_area_desc_tl"": [0, 0], ""comp_area_desc_clamped"": [0, 0], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 0], ""comp_color_asc_clamped"": [0, 0]}",9x9
106,"6,6",1,"{""nz_bbox_tl"": [1, 1], ""mode_color_bbox_tl"": [1, 1], ""mode_color_centered"": [4, 3], ""least_color_bbox_tl"": [1, 1], ""least_color_centered"": [4, 4], ""color8_bbox_tl"": [1, 1], ""color8_centered"": [4, 3], ""comp_size_desc_tl"": [6, 1], ""comp_size_desc_clamped"": [6, 1], ""comp_area_desc_tl"": [1, 6], ""comp_area_desc_clamped"": [1, 6], ""comp_r0_asc_tl"": [1, 6], ""comp_r0_asc_clamped"": [1, 6], ""comp_c0_asc_tl"": [2, 1], ""comp_c0_asc_clamped"": [2, 1], ""comp_color_asc_tl"": [1, 7], ""comp_color_asc_clamped"": [1, 6]}",9x9
107,"2,5",1,"{""nz_bbox_tl"": [1, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [2, 0], ""least_color_centered"": [5, 2], ""color8_bbox_tl"": [2, 0], ""color8_centered"": [5, 2], ""comp_size_desc_tl"": [2, 5], ""comp_size_desc_clamped"": [2, 5], ""comp_area_desc_tl"": [1, 0], ""comp_area_desc_clamped"": [1, 0], ""comp_r0_asc_tl"": [1, 0], ""comp_r0_asc_clamped"": [1, 0], ""comp_c0_asc_tl"": [1, 0], ""comp_c0_asc_clamped"": [1, 0], ""comp_color_asc_tl"": [1, 0], ""comp_color_asc_clamped"": [1, 0]}",9x9
108,"6,1",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 3], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [4, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [2, 3], ""comp_size_desc_tl"": [0, 5], ""comp_size_desc_clamped"": [0, 5], ""comp_area_desc_tl"": [6, 1], ""comp_area_desc_clamped"": [6, 1], ""comp_r0_asc_tl"": [0, 5], ""comp_r0_asc_clamped"": [0, 5], ""comp_c0_asc_tl"": [2, 0], ""comp_c0_asc_clamped"": [2, 0], ""comp_color_asc_tl"": [1, 5], ""comp_color_asc_clamped"": [1, 5]}",9x9
109,"5,4",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 2], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [1, 3], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [1, 3], ""comp_size_desc_tl"": [5, 4], ""comp_size_desc_clamped"": [5, 4], ""comp_area_desc_tl"": [5, 0], ""comp_area_desc_clamped"": [5, 0], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 0], ""comp_color_asc_clamped"": [0, 0]}",9x9
110,"6,1",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [3, 2], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [5, 5], ""comp_size_desc_clamped"": [5, 5], ""comp_area_desc_tl"": [0, 5], ""comp_area_desc_clamped"": [0, 5], ""comp_r0_asc_tl"": [0, 5], ""comp_r0_asc_clamped"": [0, 5], ""comp_c0_asc_tl"": [2, 1], ""comp_c0_asc_clamped"": [2, 1], ""comp_color_asc_tl"": [0, 5], ""comp_color_asc_clamped"": [0, 5]}",9x9
111,"4,1",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [3, 2], ""least_color_bbox_tl"": [0, 2], ""least_color_centered"": [2, 5], ""color8_bbox_tl"": [0, 2], ""color8_centered"": [2, 5], ""comp_size_desc_tl"": [4, 1], ""comp_size_desc_clamped"": [4, 1], ""comp_area_desc_tl"": [4, 1], ""comp_area_desc_clamped"": [4, 1], ""comp_r0_asc_tl"": [0, 2], ""comp_r0_asc_clamped"": [0, 2], ""comp_c0_asc_tl"": [4, 1], ""comp_c0_asc_clamped"": [4, 1], ""comp_color_asc_tl"": [0, 2], ""comp_color_asc_clamped"": [0, 2]}",9x9
112,"6,1",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [4, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [1, 4], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [1, 4], ""comp_size_desc_tl"": [6, 1], ""comp_size_desc_clamped"": [6, 1], ""comp_area_desc_tl"": [4, 5], ""comp_area_desc_clamped"": [4, 5], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 1], ""comp_color_asc_clamped"": [0, 1]}",9x9
113,"1,4",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [4, 2], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [1, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [4, 2], ""comp_size_desc_tl"": [6, 0], ""comp_size_desc_clamped"": [6, 0], ""comp_area_desc_tl"": [0, 0], ""comp_area_desc_clamped"": [0, 0], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 0], ""comp_color_asc_clamped"": [0, 0]}",9x9
114,"6,1",1,"{""nz_bbox_tl"": [1, 1], ""mode_color_bbox_tl"": [1, 1], ""mode_color_centered"": [4, 4], ""least_color_bbox_tl"": [1, 1], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [1, 1], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [6, 1], ""comp_size_desc_clamped"": [6, 1], ""comp_area_desc_tl"": [2, 6], ""comp_area_desc_clamped"": [2, 6], ""comp_r0_asc_tl"": [1, 1], ""comp_r0_asc_clamped"": [1, 1], ""comp_c0_asc_tl"": [1, 1], ""comp_c0_asc_clamped"": [1, 1], ""comp_color_asc_tl"": [1, 2], ""comp_color_asc_clamped"": [1, 2]}",9x9
115,"6,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [3, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [5, 6], ""comp_size_desc_clamped"": [5, 6], ""comp_area_desc_tl"": [6, 0], ""comp_area_desc_clamped"": [6, 0], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 2], ""comp_color_asc_clamped"": [0, 2]}",9x9
116,"6,6",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [4, 3], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [2, 6], ""comp_size_desc_clamped"": [2, 6], ""comp_area_desc_tl"": [2, 6], ""comp_area_desc_clamped"": [2, 6], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 0], ""comp_color_asc_clamped"": [0, 0]}",9x9
